source,year,election,measure_text,pdf_url,summary_title,summary_text,has_summary,data_source,description,measure_id,percent_yes,passed,measure_type,topic,decade,century,unified_id
ICPSR,,,Proposition 14,,,,,ICPSR,Street and Highway Funds: Use for Local Grade Crossing Bonds,CA565,40.79999924,0.0, Legislative Referendum , Tax & Revenue | Transportation ,,,CA565
ICPSR,,,Proposition 14,,,,,ICPSR,Sale of Tidelands,CA603,59.40000153,1.0, Legislative Referendum , State Government ,,,CA603
ICPSR,,,Proposition 14,,,,,ICPSR,Sales and Rentals of Residential Real Property,CA620,65.40000153,1.0, Initiative , Business & Commerce | Civil & Constitutional Law ,,,CA620
ICPSR,,,Proposition 14,,,,,ICPSR,Personal Income Taxes,CA635,48.40000153,0.0, Legislative Referendum , Tax & Revenue ,,,CA635
ICPSR,,,Proposition 14,,,,,ICPSR,State Civil Service,CA675,54.5,1.0, Legislative Referendum , Labor & Employment | State Government ,,,CA675
ICPSR,,,Proposition 14,,,,,ICPSR,Property Tax Limitations,CA691,34.09999847,0.0, Initiative , Tax & Revenue ,,,CA691
ICPSR,,,Proposition 14,,,,,ICPSR,State College System,CA725,49.20000076,0.0, Legislative Referendum , Education: Higher Ed ,,,CA725
ICPSR,,,Proposition 14,,,,,ICPSR,Agricultural Labor Relations - Initiative Statute,CA748,37.79999924,0.0, Initiative , Agriculture | Labor & Employment ,,,CA748
ICPSR,,,Proposition 14,,,,,ICPSR,Miscellaneous Constitutional Revisions,CA769,67.59999847,1.0, Legislative Referendum , Civil & Constitutional Law ,,,CA769
ICPSR,,,Proposition 14,,,,,ICPSR,Reapportionment By Districting Commission Or Supreme Court.,CA835,45.5,0.0, Initiative , Redistricting ,,,CA835
ICPSR,,,Proposition 14,,,,,ICPSR,California Reading and Literacy Improvement and Public Library Construction and Renovation Bond Act of 2000,CA1089,59.0,1.0, Legislative Referendum , Arts & Culture | Bond Measures | Education: PreK-12 ,,,CA1089
ICPSR,,,Proposition 14,,,,,ICPSR,Elections. Increase Right to Participate in Primary Elections.,CA1195,53.79999924,1.0, Legislative Referendum , Elections ,,,CA1195
ICPSR,,,Proposition 140,,,,,ICPSR,Limits on Terms of Office. Legislators' Retirement. Legislative Operating Costs. Initiative Constitutional Amendment.,CA963,52.20000076,1.0, Initiative , Legislatures | State Government | Term Limits ,,,CA963
ICPSR,,,Proposition 141,,,,,ICPSR,Toxic Chemical Discharge. Public Agencies. Legislative Statute.,CA960,48.5,0.0, Legislative Referendum , Business & Commerce | Environmental Protection | Natural Resources | State Government ,,,CA960
ICPSR,,,Proposition 142,,,,,ICPSR,Veterans' Bond Act of 1990,CA977,59.0,1.0, Legislative Referendum , Bond Measures | Military & Veterans Affairs ,,,CA977
ICPSR,,,Proposition 143,,,,,ICPSR,Higher Education Facilities Bond Act of November 1990,CA961,48.79999924,0.0, Legislative Referendum , Bond Measures | Education: Higher Ed ,,,CA961
ICPSR,,,Proposition 144,,,,,ICPSR,New Prison Construction Bond Act of 1990-B,CA949,40.40000153,0.0, Legislative Referendum , Bond Measures | Criminal Justice ,,,CA949
ICPSR,,,Proposition 145,,,,,ICPSR,California Housing Bond Act of 1990,CA952,44.5,0.0, Legislative Referendum , Bond Measures | Human Services ,,,CA952
ICPSR,,,Proposition 146,,,,,ICPSR,School Facilities Bond Act of 1990,CA962,51.79999924,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA962
ICPSR,,,Proposition 147,,,,,ICPSR,County Correctional Facility Capital Expenditure and Juvenile Facility Bond Act of 1990,CA946,37.29999924,0.0, Legislative Referendum , Bond Measures | Criminal Justice | Juvenile Justice ,,,CA946
ICPSR,,,Proposition 148,,,,,ICPSR,Water Resources Bond Act of 1990,CA951,43.79999924,0.0, Legislative Referendum , Bond Measures | Natural Resources ,,,CA951
ICPSR,,,Proposition 149,,,,,ICPSR,"California Park, Recreation, and Wildlife Enhancement Act of 1990",CA956,47.09999847,0.0, Legislative Referendum , Arts & Culture | Bond Measures | Natural Resources ,,,CA956
ICPSR,,,Proposition 15,,,,,ICPSR,Minimum Period for use of Textbooks in the Common Schools.,CA10,,0.0, Legislative Referendum , Education: PreK-12 ,,,CA10
ICPSR,,,Proposition 15,,,,,ICPSR,Deposit of Public Moneys,CA42,42.20000076,0.0, Initiative , Banking & Financial Services | Budgets ,,,CA42
ICPSR,,,Proposition 15,,,,,ICPSR,State Budget Board,CA99,27.0,0.0, Legislative Referendum , Budgets | State Government ,,,CA99
ICPSR,,,Proposition 15,,,,,ICPSR,Irrigation District Act,CA136,52.79999924,1.0, Popular Referendum , Agriculture | Local Government ,,,CA136
ICPSR,,,Proposition 15,,,,,ICPSR,State Taxation,CA149,33.59999847,0.0, Legislative Referendum , Tax & Revenue ,,,CA149
ICPSR,,,Proposition 15,,,,,ICPSR,Tax Exemption,CA175,35.79999924,0.0, Legislative Referendum , Tax & Revenue ,,,CA175
ICPSR,,,Proposition 15,,,,,ICPSR,School Districts,CA208,56.90000153,1.0, Legislative Referendum , Education: PreK-12 | Local Government ,,,CA208
ICPSR,,,Proposition 15,,,,,ICPSR,Jurors' Fees,CA226,56.70000076,1.0, Legislative Referendum , Judiciary ,,,CA226
ICPSR,,,Proposition 15,,,,,ICPSR,Huntington Library and Art Gallery,CA258,60.90000153,1.0, Legislative Referendum , Arts & Culture | Tax & Revenue ,,,CA258
ICPSR,,,Proposition 15,,,,,ICPSR,Deposit of Public Moneys,CA283,62.70000076,1.0, Legislative Referendum , Banking & Financial Services | Tax & Revenue ,,,CA283
ICPSR,,,Proposition 15,,,,,ICPSR,Superior Court: Judicial Election Districts,CA304,43.20000076,0.0, Legislative Referendum , Elections | Judiciary ,,,CA304
ICPSR,,,Proposition 15,,,,,ICPSR,Relief to Assessment Districts,CA345,52.90000153,1.0, Legislative Referendum , Local Government ,,,CA345
ICPSR,,,Proposition 15,,,,,ICPSR,Judicial Council,CA362,45.29999924,0.0, Legislative Referendum , Judiciary ,,,CA362
ICPSR,,,Proposition 15,,,,,ICPSR,Transfer of Funds by City Treasurer,CA380,37.90000153,0.0, Legislative Referendum , Local Government ,,,CA380
ICPSR,,,Proposition 15,,,,,ICPSR,Supreme and Appellate Court Procedure,CA393,22.10000038,0.0, Legislative Referendum , Judiciary ,,,CA393
ICPSR,,,Proposition 15,,,,,ICPSR,Validation of Legislative Amendments to Alien Land Law,CA428,41.09999847,0.0, Legislative Referendum , Civil & Constitutional Law | Land Use/Property Rights ,,,CA428
ICPSR,,,Proposition 15,,,,,ICPSR,Fish Nets,CA441,31.89999962,0.0, Initiative , Animal Rights/Hunting & Fishing | Business & Commerce | Natural Resources ,,,CA441
ICPSR,,,Proposition 15,,,,,ICPSR,Taxation: Insurance Companies and Banks,CA505,84.5,1.0, Legislative Referendum , Banking & Financial Services | Business & Commerce | Insurance | Tax & Revenue ,,,CA505
ICPSR,,,Proposition 15,,,,,ICPSR,Welfare Exemption: Property Under Construction,CA522,73.30000305,1.0, Legislative Referendum , Human Services | Tax & Revenue ,,,CA522
ICPSR,,,Proposition 15,,,,,ICPSR,Public Water Supplies: Mutual Water Companies,CA539,67.0,1.0, Legislative Referendum , Local Government | Natural Resources ,,,CA539
ICPSR,,,Proposition 15,,,,,ICPSR,Boxing Matches,CA555,44.09999847,0.0, Legislative Referendum , Business & Commerce ,,,CA555
ICPSR,,,Proposition 15,,,,,ICPSR,Senate Reapportionment,CA564,35.5,0.0, Initiative , Redistricting ,,,CA564
ICPSR,,,Proposition 15,,,,,ICPSR,County Tax Appeals Boards,CA601,58.29999924,1.0, Legislative Referendum , Local Government | Tax & Revenue ,,,CA601
ICPSR,,,Proposition 15,,,,,ICPSR,Television Programs,CA622,66.40000153,1.0, Initiative , Telecom & Info Technology ,,,CA622
ICPSR,,,Proposition 15,,,,,ICPSR,Eligibility to Vote,CA633,43.90000153,0.0, Legislative Referendum , Civil & Constitutional Law | Elections ,,,CA633
ICPSR,,,Proposition 15,,,,,ICPSR,State Employee Salaries,CA689,32.5,0.0, Initiative , Labor & Employment | State Government ,,,CA689
ICPSR,,,Proposition 15,,,,,ICPSR,Low Rent Housing,CA720,38.70000076,0.0, Legislative Referendum , Human Services ,,,CA720
ICPSR,,,Proposition 15,,,,,ICPSR,Nuclear Power Plants - Initiative Statute.,CA747,32.5,0.0, Initiative , Energy & Electric Utilities | Environmental Protection ,,,CA747
ICPSR,,,Proposition 15,,,,,ICPSR,"Chiropractors, Board of Examiners. Licensing Requirements",CA774,81.09999847,1.0, Legislative Referendum , Health ,,,CA774
ICPSR,,,Proposition 15,,,,,ICPSR,Handgun Registration,CA827,37.20000076,0.0, Initiative , Business & Commerce | Civil & Constitutional Law ,,,CA827
ICPSR,,,Proposition 15,,,,,ICPSR,The Hertzberg-Polanco Crime Laboratories Construction Bond Act of 1999.,CA1081,46.29999924,0.0, Legislative Referendum , Bond Measures | Criminal Justice ,,,CA1081
ICPSR,,,Proposition 15,,,,,ICPSR,California Fair Elections Act,CA1189,42.70000076,0.0, Legislative Referendum , Ethics/Lobbying/Campaign Finance ,,,CA1189
ICPSR,,,Proposition 150,,,,,ICPSR,County Courthouse Facility Capital Expenditure Bond Act of 1990,CA938,26.39999962,0.0, Legislative Referendum , Bond Measures | Judiciary | Local Government ,,,CA938
ICPSR,,,Proposition 151,,,,,ICPSR,Child Care Facilities Financing Act of 1990,CA957,47.5,0.0, Legislative Referendum , Bond Measures | Education: PreK-12 | Human Services ,,,CA957
ICPSR,,,Proposition 152,,,,,ICPSR,School Facilities Bond Act of 1992,CA996,52.90000153,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA996
ICPSR,,,Proposition 153,,,,,ICPSR,Higher Education Facilities Bond Act of June 1992,CA992,50.79999924,1.0, Legislative Referendum , Bond Measures | Education: Higher Ed ,,,CA992
ICPSR,,,Proposition 154,,,,,ICPSR,Property Tax Postponement. Legislative Constitutional Amendment.,CA985,39.79999924,0.0, Legislative Referendum , Tax & Revenue ,,,CA985
ICPSR,,,Proposition 155,,,,,ICPSR,1992 School Facilities Bond Act,CA995,51.79999924,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA995
ICPSR,,,Proposition 156,,,,,ICPSR,Passenger Rail and Clean Air Bond Act of 1992,CA991,48.09999847,0.0, Legislative Referendum , Bond Measures | Transportation ,,,CA991
ICPSR,,,Proposition 157,,,,,ICPSR,Toll Roads and Highways. Legislative Constitutional Amendment.,CA983,28.20000076,0.0, Legislative Referendum , Transportation ,,,CA983
ICPSR,,,Proposition 158,,,,,ICPSR,Office of California Analyst. Legislative Constitutional Amendment.,CA986,39.90000153,0.0, Legislative Referendum , Legislatures | State Government ,,,CA986
ICPSR,,,Proposition 159,,,,,ICPSR,Office of the Auditor General. Legislative Constitutional Amendment.,CA987,41.0,0.0, Legislative Referendum , Legislatures | State Government ,,,CA987
ICPSR,,,Proposition 16,,,,,ICPSR,Railroad Commission.,CA17,,0.0, Legislative Referendum , State Government | Transportation ,,,CA17
ICPSR,,,Proposition 16,,,,,ICPSR,Condemnation for Public Purposes,CA47,45.79999924,0.0, Legislative Referendum , Land Use/Property Rights ,,,CA47
ICPSR,,,Proposition 16,,,,,ICPSR,City of Venice Indebtedness,CA118,52.90000153,1.0, Legislative Referendum , Local Government ,,,CA118
ICPSR,,,Proposition 16,,,,,ICPSR,School System,CA139,65.30000305,1.0, Initiative , Budgets | Education: PreK-12 | Tax & Revenue ,,,CA139
ICPSR,,,Proposition 16,,,,,ICPSR,Chiropractic,CA167,59.5,1.0, Initiative , Health ,,,CA167
ICPSR,,,Proposition 16,,,,,ICPSR,Water and Power,CA173,29.89999962,0.0, Initiative , Bond Measures | Energy & Electric Utilities | Natural Resources | State Government ,,,CA173
ICPSR,,,Proposition 16,,,,,ICPSR,Salaries of Judges,CA202,49.79999924,0.0, Legislative Referendum , Judiciary | Labor & Employment ,,,CA202
ICPSR,,,Proposition 16,,,,,ICPSR,Stockholders' Liability,CA225,56.40000153,1.0, Legislative Referendum , Business & Commerce ,,,CA225
ICPSR,,,Proposition 16,,,,,ICPSR,Corporations,CA256,59.5,1.0, Legislative Referendum , Business & Commerce ,,,CA256
ICPSR,,,Proposition 16,,,,,ICPSR,Tax Liens,CA278,55.59999847,1.0, Legislative Referendum , Tax & Revenue ,,,CA278
ICPSR,,,Proposition 16,,,,,ICPSR,Municipal Courts,CA309,52.70000076,1.0, Legislative Referendum , Judiciary | Local Government ,,,CA309
ICPSR,,,Proposition 16,,,,,ICPSR,Water Districts and Water Conservation Districts.,CA339,44.40000153,0.0, Legislative Referendum , Local Government | Natural Resources ,,,CA339
ICPSR,,,Proposition 16,,,,,ICPSR,Retirement of Judges,CA360,42.70000076,0.0, Legislative Referendum , Judiciary ,,,CA360
ICPSR,,,Proposition 16,,,,,ICPSR,"Legislature, Budgets, Governor",CA379,30.5,0.0, Legislative Referendum , Budgets | Legislatures | State Government ,,,CA379
ICPSR,,,Proposition 16,,,,,ICPSR,Decisions by Administrative Officers,CA394,22.70000076,0.0, Legislative Referendum , State Government ,,,CA394
ICPSR,,,Proposition 16,,,,,ICPSR,Repeal of Educational Poll Tax,CA437,71.0,1.0, Legislative Referendum , Civil & Constitutional Law | Education: PreK-12 ,,,CA437
ICPSR,,,Proposition 16,,,,,ICPSR,Chiropractors,CA454,,1.0, Legislative Referendum , Health ,,,CA454
ICPSR,,,Proposition 16,,,,,ICPSR,Borough Form of City Government,CA501,76.30000305,1.0, Legislative Referendum , Local Government ,,,CA501
ICPSR,,,Proposition 16,,,,,ICPSR,Water Rights of Government Agencies,CA517,69.90000153,1.0, Legislative Referendum , Local Government | Natural Resources | State Government ,,,CA517
ICPSR,,,Proposition 16,,,,,ICPSR,Civil and Criminal Appeals,CA540,72.0,1.0, Legislative Referendum , Criminal Justice ,,,CA540
ICPSR,,,Proposition 16,,,,,ICPSR,Taxation of School Property of Religious and Other Nonprofit Organizations,CA550,32.79999924,0.0, Initiative , Education: PreK-12 | Human Services | Tax & Revenue ,,,CA550
ICPSR,,,Proposition 16,,,,,ICPSR,Constitution: Eliminates Obsolete and Superseded Provisions,CA612,49.34999847,1.0, Legislative Referendum , Civil & Constitutional Law ,,,CA612
ICPSR,,,Proposition 16,,,,,ICPSR,Lottery,CA613,30.89999962,0.0, Initiative , Education: PreK-12 | Gambling & Lotteries ,,,CA613
ICPSR,,,Proposition 16,,,,,ICPSR,Obscenity,CA632,43.59999847,0.0, Initiative , Criminal Justice ,,,CA632
ICPSR,,,Proposition 16,,,,,ICPSR,Constitutional Amendments,CA673,51.09999847,1.0, Legislative Referendum , Elections-Initiative Process ,,,CA673
ICPSR,,,Proposition 16,,,,,ICPSR,"Salaries, California Highway Patrol",CA693,39.09999847,0.0, Initiative , Labor & Employment | State Government ,,,CA693
ICPSR,,,Proposition 16,,,,,ICPSR,"Student Tuition, University of California",CA721,42.09999847,0.0, Legislative Referendum , Education: Higher Ed ,,,CA721
ICPSR,,,Proposition 16,,,,,ICPSR,County Jail Capital Expenditure Bond Act Of 1984,CA861,58.79999924,1.0, Legislative Referendum , Bond Measures | Criminal Justice ,,,CA861
ICPSR,,,Proposition 16,,,,,ICPSR,Veterans Homes Bond Act of 2000.,CA1094,62.29999924,1.0, Legislative Referendum , Bond Measures | Military & Veterans Affairs ,,,CA1094
ICPSR,,,Proposition 16,,,,,ICPSR,Imposes New Two-Thirds Voter Approval Requirement for Local Public Electricity Providers. Initiative Constitutional Amendment.,CA1192,47.20000076,0.0, Initiative , Elections | Energy & Electric Utilities ,,,CA1192
ICPSR,,,Proposition 160,,,,,ICPSR,Property Tax Exemption. Legislative Constitutional Amendment.,CA994,51.59999847,1.0, Legislative Referendum , Tax & Revenue ,,,CA994
ICPSR,,,Proposition 161,,,,,ICPSR,Physician-Assisted Death. Terminal Condition. Initiative Statute.,CA989,45.90000153,0.0, Initiative , Civil & Constitutional Law | Health ,,,CA989
ICPSR,,,Proposition 162,,,,,ICPSR,Public Employees' Retirement Systems. Initiative Constitutional Amendment.,CA993,51.0,1.0, Initiative , Labor & Employment | Local Government | State Government ,,,CA993
ICPSR,,,Proposition 163,,,,,ICPSR,Ends Taxation of Certain Food Products. Initiative Constitutional Amendment and Statute.,CA998,66.59999847,1.0, Initiative , Tax & Revenue ,,,CA998
ICPSR,,,Proposition 164,,,,,ICPSR,Congressional Term Limits. Initiative Statute.,CA997,63.59999847,1.0, Initiative , Federal Government | Term Limits ,,,CA997
ICPSR,,,Proposition 165,,,,,ICPSR,Budget Process. Welfare. Procedural and Substantive Changes. Initiative Constitutional Amendment and Statute.,CA990,46.59999847,0.0, Initiative , Budgets | Human Services ,,,CA990
ICPSR,,,Proposition 166,,,,,ICPSR,Basic Health Care Coverage. Initiative Statute.,CA984,30.79999924,0.0, Initiative , Business & Commerce | Health | Insurance ,,,CA984
ICPSR,,,Proposition 167,,,,,ICPSR,State Taxes. Initiative Statute.,CA988,41.20000076,0.0, Initiative , Business & Commerce | Tax & Revenue ,,,CA988
ICPSR,,,Proposition 168,,,,,ICPSR,Low Rent Housing Projects. Legislative Constitutional Amendment.,CA1002,40.20000076,0.0, Legislative Referendum , Human Services ,,,CA1002
ICPSR,,,Proposition 169,,,,,ICPSR,Budget Implementation. Legislative Constitutional Amendment.,CA1001,38.70000076,0.0, Legislative Referendum , Budgets | Legislatures ,,,CA1001
ICPSR,,,Proposition 17,,,,,ICPSR,Manner of Electing Officers of Cities. Municipal Elections.,CA8,,0.0, Legislative Referendum , Elections | Local Government ,,,CA8
ICPSR,,,Proposition 17,,,,,ICPSR,Exposition Contribution by Alameda County,CA74,65.90000153,1.0, Legislative Referendum , Local Government ,,,CA74
ICPSR,,,Proposition 17,,,,,ICPSR,Tax Levy Limitations,CA102,33.0,0.0, Popular Referendum , Local Government | Tax & Revenue ,,,CA102
ICPSR,,,Proposition 17,,,,,ICPSR,Absent Voters,CA132,49.0,0.0, Legislative Referendum , Elections ,,,CA132
ICPSR,,,Proposition 17,,,,,ICPSR,Use of Streams,CA157,44.20000076,0.0, Legislative Referendum , Natural Resources ,,,CA157
ICPSR,,,Proposition 17,,,,,ICPSR,Eminent Domain,CA186,62.5,1.0, Legislative Referendum , Land Use/Property Rights ,,,CA186
ICPSR,,,Proposition 17,,,,,ICPSR,Requiring Bible in Schools,CA199,43.40000153,0.0, Initiative , Civil & Constitutional Law | Education: PreK-12 ,,,CA199
ICPSR,,,Proposition 17,,,,,ICPSR,Grade Separation Bonds,CA221,38.79999924,0.0, Legislative Referendum , Bond Measures | Transportation ,,,CA221
ICPSR,,,Proposition 17,,,,,ICPSR,Taxation of Ocean Marine Insurers,CA263,75.90000153,1.0, Legislative Referendum , Insurance | Tax & Revenue ,,,CA263
ICPSR,,,Proposition 17,,,,,ICPSR,City Charters,CA281,61.29999924,1.0, Legislative Referendum , Local Government ,,,CA281
ICPSR,,,Proposition 17,,,,,ICPSR,Naturopathic Act,CA299,30.60000038,0.0, Initiative , Health ,,,CA299
ICPSR,,,Proposition 17,,,,,ICPSR,Initiative,CA365,54.20000076,1.0, Legislative Referendum , Elections-Initiative Process ,,,CA365
ICPSR,,,Proposition 17,,,,,ICPSR,"Personal Liability Insurance for Officers, Agents and Employees of State and Political Subdivisions",CA383,41.5,0.0, Legislative Referendum , Insurance | Local Government ,,,CA383
ICPSR,,,Proposition 17,,,,,ICPSR,State Treasurer Trustee of Certain State Moneys,CA406,67.80000305,1.0, Legislative Referendum , State Government ,,,CA406
ICPSR,,,Proposition 17,,,,,ICPSR,Public Utilities Commission,CA432,59.70000076,1.0, Legislative Referendum , Energy & Electric Utilities | State Government ,,,CA432
ICPSR,,,Proposition 17,,,,,ICPSR,State Civil Service Exemptions,CA447,51.0,0.0, Legislative Referendum , Labor & Employment | State Government ,,,CA447
ICPSR,,,Proposition 17,,,,,ICPSR,Chiropractors,CA486,45.79999924,0.0, Legislative Referendum , Health ,,,CA486
ICPSR,,,Proposition 17,,,,,ICPSR,Street and Highway Funds. Vehicle Parking.,CA507,31.10000038,0.0, Legislative Referendum , Tax & Revenue | Transportation ,,,CA507
ICPSR,,,Proposition 17,,,,,ICPSR,Constitutional Provisions Relating to Judiciary,CA536,61.79999924,1.0, Legislative Referendum , Judiciary ,,,CA536
ICPSR,,,Proposition 17,,,,,ICPSR,"State Sales, Use and Income Tax Rates",CA546,18.10000038,0.0, Initiative , Tax & Revenue ,,,CA546
ICPSR,,,Proposition 17,,,,,ICPSR,Pay of Legislators,CA590,39.59999847,0.0, Legislative Referendum , Labor & Employment | Legislatures ,,,CA590
ICPSR,,,Proposition 17,,,,,ICPSR,Railroad Train Crews,CA618,61.0,1.0, Initiative , Labor & Employment | Transportation ,,,CA618
ICPSR,,,Proposition 17,,,,,ICPSR,Partial Constitutional Revision: Social Welfare,CA683,69.69999695,1.0, Legislative Referendum , Civil & Constitutional Law | Human Services ,,,CA683
ICPSR,,,Proposition 17,,,,,ICPSR,Death Penalty,CA712,67.5,1.0, Initiative , Criminal Justice ,,,CA712
ICPSR,,,Proposition 17,,,,,ICPSR,Wild and Scenic Rivers Initiative,CA723,47.09999847,0.0, Initiative , Natural Resources ,,,CA723
ICPSR,,,Proposition 17,,,,,ICPSR,New Prison Construction Bond Act Of 1984,CA859,57.79999924,1.0, Legislative Referendum , Bond Measures | Criminal Justice ,,,CA859
ICPSR,,,Proposition 17,,,,,ICPSR,Lotteries. Charitable Raffles. Legislative Constitutional Amendment.,CA1088,58.70000076,1.0, Legislative Referendum , Gambling & Lotteries | Human Services ,,,CA1088
ICPSR,,,Proposition 17,,,,,ICPSR,Allows Auto Insurance Companies to Base Their Prices in Part on a Driver's History of Insurance Coverage. Initiative Statute.,CA1193,48.09999847,0.0, Initiative , Insurance ,,,CA1193
ICPSR,,,Proposition 170,,,,,ICPSR,Property Taxes. Schools. Development-Fee Limits. Legislative Constitutional Amendment.,CA1000,30.60000038,0.0, Legislative Referendum , Education: PreK-12 | Tax & Revenue ,,,CA1000
ICPSR,,,Proposition 171,,,,,ICPSR,Property Taxation. Transfer of Base Year Value. Legislative Constitutional Amendment.,CA1004,51.70000076,1.0, Legislative Referendum , Tax & Revenue ,,,CA1004
ICPSR,,,Proposition 172,,,,,ICPSR,Local Public Safety Protection and Improvement Act of 1993. Legislative Constitutional Amendment.,CA1005,57.70000076,1.0, Legislative Referendum , Tax & Revenue ,,,CA1005
ICPSR,,,Proposition 173,,,,,ICPSR,California Housing and Jobs Investment Bond Act. $185 Million Legislative Bond Act.,CA1003,42.09999847,0.0, Legislative Referendum , Bond Measures | Human Services ,,,CA1003
ICPSR,,,Proposition 174,,,,,ICPSR,Education. Vouchers. Initiative Constitutional Amendment.,CA999,30.39999962,0.0, Initiative , Education: PreK-12 ,,,CA999
ICPSR,,,Proposition 175,,,,,ICPSR,Renters' Income Tax Credit. Legislative Constitutional Amendment.,CA1012,63.90000153,0.0, Legislative Referendum , Tax & Revenue ,,,CA1012
ICPSR,,,Proposition 176,,,,,ICPSR,Taxation: Nonprofit Organizations. Legislative Constitutional Amendment.,CA1014,71.80000305,1.0, Legislative Referendum , Human Services | Tax & Revenue ,,,CA1014
ICPSR,,,Proposition 177,,,,,ICPSR,Property Tax Exemption. Disabled Persons' Access. Legislative Constitutional Amendment.,CA1011,61.09999847,1.0, Legislative Referendum , Human Services | Tax & Revenue ,,,CA1011
ICPSR,,,Proposition 178,,,,,ICPSR,Property Tax Exclusion. Water Conservation Equipment. Legislative Constitutional Amendment.,CA1010,58.79999924,0.0, Legislative Referendum , Agriculture | Natural Resources | Tax & Revenue ,,,CA1010
ICPSR,,,Proposition 179,,,,,ICPSR,Murder: Punishment. Legislative Initiative Amendment.,CA1008,29.29999924,1.0, Legislative Referendum , Criminal Justice ,,,CA1008
ICPSR,,,Proposition 18,,,,,ICPSR,Legislative Power to Establish Inferior Courts.,CA7,,0.0, Legislative Referendum , Judiciary | Legislatures ,,,CA7
ICPSR,,,Proposition 18,,,,,ICPSR,Non-Sale of Game,CA51,49.40000153,0.0, Popular Referendum , Animal Rights/Hunting & Fishing | Business & Commerce | Criminal Justice | Gambling & Lotteries ,,,CA51
ICPSR,,,Proposition 18,,,,,ICPSR,County and School Tax Limitations,CA107,42.29999924,0.0, Initiative , Local Government | Tax & Revenue ,,,CA107
ICPSR,,,Proposition 18,,,,,ICPSR,Exempting Orphanages from Taxation,CA135,51.5,1.0, Legislative Referendum , Human Services | Tax & Revenue ,,,CA135
ICPSR,,,Proposition 18,,,,,ICPSR,Municipal Public Works,CA159,49.90000153,0.0, Legislative Referendum , Local Government ,,,CA159
ICPSR,,,Proposition 18,,,,,ICPSR,Suffrage,CA190,78.09999847,1.0, Legislative Referendum , Civil & Constitutional Law | Elections ,,,CA190
ICPSR,,,Proposition 18,,,,,ICPSR,Water and Power,CA191,27.39999962,0.0, Initiative , Bond Measures | Energy & Electric Utilities | Natural Resources | State Government ,,,CA191
ICPSR,,,Proposition 18,,,,,ICPSR,Absent Voters,CA236,76.5,1.0, Legislative Referendum , Elections ,,,CA236
ICPSR,,,Proposition 18,,,,,ICPSR,Changing Motor Vehicle Taxation,CA248,40.29999924,0.0, Legislative Referendum , Tax & Revenue | Transportation ,,,CA248
ICPSR,,,Proposition 18,,,,,ICPSR,Authorizing Board of Supervisors to Draft County Charter,CA272,40.5,0.0, Legislative Referendum , Local Government ,,,CA272
ICPSR,,,Proposition 18,,,,,ICPSR,Water Resources,CA303,38.70000076,0.0, Legislative Referendum , Energy & Electric Utilities | Natural Resources ,,,CA303
ICPSR,,,Proposition 18,,,,,ICPSR,Oleomargarine Tax,CA327,20.89999962,0.0, Popular Referendum , Agriculture | Business & Commerce | Tax & Revenue ,,,CA327
ICPSR,,,Proposition 18,,,,,ICPSR,State Money,CA363,45.29999924,0.0, Legislative Referendum , Banking & Financial Services | Tax & Revenue ,,,CA363
ICPSR,,,Proposition 18,,,,,ICPSR,Reapportionment Commission,CA409,71.90000153,1.0, Legislative Referendum , Redistricting | State Government ,,,CA409
ICPSR,,,Proposition 18,,,,,ICPSR,State Payment of Tax Exemption Losses,CA450,68.69999695,0.0, Legislative Referendum , Local Government | State Government | Tax & Revenue ,,,CA450
ICPSR,,,Proposition 18,,,,,ICPSR,Community Redevelopment Projects,CA494,65.90000153,1.0, Legislative Referendum , Economic Development ,,,CA494
ICPSR,,,Proposition 18,,,,,ICPSR,Resident Noncitizens: Property Ownership,CA520,71.90000153,1.0, Legislative Referendum , Civil & Constitutional Law | Land Use/Property Rights ,,,CA520
ICPSR,,,Proposition 18,,,,,ICPSR,Inferior Court Judges,CA528,31.39999962,0.0, Legislative Referendum , Judiciary ,,,CA528
ICPSR,,,Proposition 18,,,,,ICPSR,Employer-Employee Relations,CA553,40.40000153,0.0, Initiative , Labor & Employment ,,,CA553
ICPSR,,,Proposition 18,,,,,ICPSR,Alcoholic Beverage Control Appeals Board,CA595,46.70000076,0.0, Legislative Referendum , Business & Commerce | Drug/Alcohol/Tobacco Policy | State Government ,,,CA595
ICPSR,,,Proposition 18,,,,,ICPSR,Motor Vehicle Taxation Revenues,CA665,45.90000153,0.0, Legislative Referendum , Environmental Protection | Tax & Revenue | Transportation ,,,CA665
ICPSR,,,Proposition 18,,,,,ICPSR,Obscenity Legislation,CA688,32.09999847,0.0, Initiative , Criminal Justice ,,,CA688
ICPSR,,,Proposition 18,,,,,ICPSR,California Park And Recreational Facilities Act Of 1984,CA864,63.20000076,1.0, Legislative Referendum , Arts & Culture | Bond Measures | Natural Resources ,,,CA864
ICPSR,,,Proposition 18,,,,,ICPSR,Murder: Special Circumstances. Legislative Initiative Amendment.,CA1099,72.59999847,1.0, Legislative Referendum , Criminal Justice ,,,CA1099
