normalized_filer_name,raw_filer_name,filer_id,quarantine_reason,row_count,total_dollars,min_txn_date,max_txn_date,cover_elect_date,cover_from_date,cover_thru_date,cover_form_types,rcpt_form_types,top_contributors_by_dollars,sample_filing_ids,reviewer_classification,reviewer_target_campaign_id,reviewer_notes
pilar schiavo for assembly 2024,Pilar Schiavo for Assembly 2024,1457210,filer_name_no_prop,169,1201050.93,2023-08-24,2024-11-05,3/5/2024 12:00:00 AM,1/1/2024 12:00:00 AM,1/20/2024 12:00:00 AM,F460=169,C=169,"California Democratic Party ($1,191,181); California Building Industry Association PAC (CBIA PAC) ($4,000); California Correctional Peace Officers Association PAC ($4,000); ProChoice Your Voter Guide ($500); Mark Gonzalez for Assembly 2024 ($400)","2872499, 2872499, 2869293, 2869293, 2869293",,,
sharon quirk-silva for assembly 2016,Sharon Quirk-Silva for Assembly 2016,1374022,filer_name_no_prop,195,1189324.67,2015-09-26,2016-11-08,6/7/2016 12:00:00 AM,1/1/2016 12:00:00 AM,4/23/2016 12:00:00 AM,F460=195,C=195,"California Democratic Party ($1,181,866); Belmont, Jeff ($2,635); Faculty for Our University's Future Local Committee, Sponsored by the California Faculty Association ($1,804); SEIU Local 2015 State PAC ($923); Create-A-Party Rental ($912)","2034999, 2034999, 2011692, 2083697, 2083697",,,
medina for assembly 2012,Medina for Assembly 2012,1335892,filer_name_no_prop,173,1178728.25,2012-07-02,2012-11-05,11/6/2012 12:00:00 AM,10/1/2012 12:00:00 AM,10/20/2012 12:00:00 AM,F460=173,C=173,"Democratic State Central Committee of California ($1,178,728)","1704589, 1704589, 1704589, 1704589, 1704589",,,
sabrina cervantes for state assembly 2016,Sabrina Cervantes for State Assembly 2016,1377654,filer_name_no_prop,175,1172298.54,2015-09-19,2016-11-07,,7/1/2015 12:00:00 AM,12/31/2015 12:00:00 AM,F460=175,C=175,"California Democratic Party ($1,163,294); Gould & Orellana, LLC ($2,500); Gonzalez, Ruben ($1,016); Melendez, David ($815); Cervantes, Gregorio C. ($802)","2005814, 2005814, 2005814, 2005814, 2005814",,,
jacqui irwin for state assembly 2014,Jacqui Irwin for State Assembly 2014,1362508,filer_name_no_prop,155,1143212.71,2014-02-19,2014-11-04,,10/19/2014 12:00:00 AM,12/31/2014 12:00:00 AM,F460=155,C=155,"Democratic State Central Committee of CA ($1,126,110); California Professional Firefighters PAC ($8,134); Janss, Lawrence ($2,000); Painters and Allied Trades District Council No. 36 Political Action Committee ($1,451); Sinclair, Keith ($750)","1931590, 1931590, 1931590, 1931590, 1931590",,,
catharine baker for assembly 2016,Catharine Baker for Assembly 2016,1373797,filer_name_no_prop,156,1117681.4,2014-12-10,2016-11-08,6/7/2016 12:00:00 AM,1/1/2014 12:00:00 AM,12/31/2014 12:00:00 AM,F460=156,C=156,"California Republican Party ($1,042,103); Tulare County Republican Central Committee ($24,400); Contra Costa Republican Party ($4,200); Clancy Investment Company, LLC ($3,400); California Building Industry Association PAC  (CBIA PAC) ($3,200)","1936102, 1981798, 1981798, 1981798, 1981798",,,
hurtado for senate 2022,Hurtado for Senate 2022,1414453,filer_name_no_prop,278,1115307.21,2019-02-27,2022-11-08,,7/1/2019 12:00:00 AM,12/31/2019 12:00:00 AM,F460=278,C=278,"California Democratic Party ($1,090,854); Vision Service Plan (VSP) ($4,700); Kern County Fire Fighters Union Local 1301 PAC ($4,135); AT&T California Employee PAC Small Contributor Committee ($3,940); FairPAC, Sponsored by the Civil Justice Association of California ($3,301)","2443071, 2443071, 2443071, 2443071, 2443071",,,
sabrina cervantes for assembly 2020,Sabrina Cervantes for Assembly 2020,1414122,filer_name_no_prop,120,1113856.0,2019-03-25,2020-10-30,,1/1/2019 12:00:00 AM,6/30/2019 12:00:00 AM,F460=120,C=120,"California Democratic Party ($1,103,570); Pepsico, Inc. and Affiliated Entities ($4,700); Urban Associates, Inc. ($3,428); Rizio Law Firm ($1,069); California Association of Health Plans PAC ($1,007)","2399880, 2399880, 2487252, 2487252, 2487252",,,
wilk for senate 2016,Wilk for Senate 2016,1383880,filer_name_no_prop,45,1112050.79,2016-01-01,2016-11-04,6/7/2016 12:00:00 AM,4/24/2016 12:00:00 AM,5/21/2016 12:00:00 AM,F460=45,C=45,"California Republican Party ($1,088,394); Republican Central Committee of San Luis Obispo County ($18,700); 38th Assembly District Republican Central Committee ($1,423); BGL Multimedia Inc ($1,400); The Walt Disney Co via Disney Worldwide Services  Inc. ($668)","2046294, 2046294, 2046294, 2055241, 2055241",,,
diedre thu-ha nguyen for assembly 2020,Diedre Thu-Ha Nguyen for Assembly 2020,1421331,filer_name_no_prop,129,1095118.84,2019-12-01,2020-10-30,3/3/2020 12:00:00 AM,1/19/2020 12:00:00 AM,2/15/2020 12:00:00 AM,F460=129,C=129,"California Democratic Party ($1,094,836); PrivacyPAC:NARAL Pro-Choice California ($282)","2455636, 2455636, 2455636, 2455636, 2455636",,,
"californians for fair gambling policy, sponsored by bay meadows and hollywood park racetracks, unite here international union","Californians for Fair Gambling Policy, sponsored by Bay Meadows and Hollywood Park Racetracks, UNITE HERE International Union",1300272,filer_name_no_prop,7,1082500.0,2007-07-31,2007-09-30,,1/1/2007 12:00:00 AM,9/30/2007 12:00:00 AM,F460=7,C=7,"Fair Public Policy Coalition ($1,070,000); Bay Meadows  Race Track ($6,250); Hollywood Park Race Track ($6,250)","1297654, 1297654, 1297654, 1297654, 1297654",,,
marc steinorth for assembly 2016,Marc Steinorth for Assembly 2016,1373710,filer_name_no_prop,49,1080266.69,2015-06-22,2016-11-04,6/7/2016 12:00:00 AM,1/1/2015 12:00:00 AM,6/30/2015 12:00:00 AM,F460=49,C=49,"CA Republican Party ($787,079); Republican Central Committee of San Luis Obispo County ($270,716); Tulare County Republican Central Committee ($14,100); California Life Sciences Association Political Action Action Committee ($1,857); Kennedy, Lynne ($1,512)","1982316, 1982316, 1982316, 2034646, 2034646",,,
dave min for state senate 2020,Dave Min for State Senate 2020,1414941,filer_name_no_prop,165,1078602.29,2019-02-22,2020-12-01,,1/1/2019 12:00:00 AM,6/30/2019 12:00:00 AM,F460=165,C=165,"California Democratic Party ($1,059,092); Fujii, Ford ($3,957); Fujii, Mari ($3,181); California Professional Firefighters PAC ($2,500); Nicholas, Stacey ($2,135)","2400049, 2400049, 2400049, 2400049, 2400049",,,
christy holstege for assembly 2024,Christy Holstege for Assembly 2024,1459171,filer_name_no_prop,184,1070488.1,2023-08-22,2024-11-05,,7/1/2023 12:00:00 AM,12/31/2023 12:00:00 AM,F460=184,C=184,"California Democratic Party ($1,045,679); Weiner, Fai ($5,500); Consumer Attorneys Consumer Protection Fund Small Contributor Committee ($5,211); Weiner, Eli ($4,500); Lulu California Bistro ($2,600)","2872561, 2872561, 2872561, 2872561, 2872561",,,
barbara matthews for state assembly,Barbara Matthews for State Assembly,990390,filer_name_no_prop,340,1060668.78,2000-01-17,2000-12-19,3/7/2000 12:00:00 AM,1/23/2000 12:00:00 AM,2/19/2000 12:00:00 AM,F460=340,C=340,"Assembly Democratic Leadership 2000 ($716,184); Democratic State Central Committee of California ($179,147); Senate Majority Fund ($132,707); MIke Machado for Assembly ($5,185); Machado for Senate 2000 ($4,753)","591372, 591372, 578459, 578459, 643928",,,
friends of hannah-beth jackson 2008,Friends of Hannah-Beth Jackson 2008,1273013,filer_name_no_prop,157,1057676.24,2008-05-22,2008-12-17,,10/19/2008 12:00:00 AM,12/31/2008 12:00:00 AM,F460=157,C=157,"Democratic State Central Committee of CA ($1,035,533); Santa Barbara County Democratic Central Cmte. ($2,926); CA List ($2,827); Voter Education & Registration Fund ($2,724); Friends of Lois Capps ($2,411)","1397883, 1397883, 1397883, 1397883, 1397883",,,
machado for senate 2004,Machado for Senate 2004,1238907,filer_name_no_prop,261,1050776.54,2001-09-20,2004-11-18,3/2/2004 12:00:00 AM,1/1/2004 12:00:00 AM,1/17/2004 12:00:00 AM,F460=261,C=261,"Democratic State Central Committee of California ($1,029,562); Pacific Lumber Company - PALCO ($2,950); Tri-Cal, Inc. ($2,600); Kaiser Permanente ($2,264); Republic Service, Inc. ($1,598)","984971, 997092, 822965, 822965, 856573",,,
"californians to restore local taxpayers' right to vote on taxes, sponsored by homeowners, businesses, and taxpayers","Californians to Restore Local Taxpayers' Right to Vote on Taxes, sponsored by homeowners, businesses, and taxpayers",1484860,filer_name_no_prop,8,1038217.78,2026-01-14,2026-03-10,,1/1/2026 12:00:00 AM,3/31/2026 12:00:00 AM,F460=8,C=8,"Protect Prop. 13, a project of the Howard Jarvis Taxpayers Association ($1,038,218)","3145841, 3145841, 3145841, 3145841, 3145841",,,
melissa fox for state assembly 2020,Melissa Fox for State Assembly 2020,1414969,filer_name_no_prop,164,1025609.01,2019-06-07,2020-10-30,3/3/2020 12:00:00 AM,1/1/2020 12:00:00 AM,1/18/2020 12:00:00 AM,F460=164,C=164,"California Democratic Party ($1,017,253); California Professional Firefighters PAC Small Contributor Committee ($2,483); Lia, Melody ($1,881); Thorburn, Andrew ($1,000); Penn, Michael ($727)","2435016, 2435016, 2455544, 2455544, 2455544",,,
sherard for state assembly,Sherard For State Assembly,1284981,filer_name_no_prop,153,1022421.37,2006-09-15,2006-11-10,11/7/2006 12:00:00 AM,7/1/2006 12:00:00 AM,9/30/2006 12:00:00 AM,F460=153,C=153,"Democratic State Central Committee of CA ($592,380); San Luis Obispo County Democratic Central Committe ($125,000); Stanislaus County Democratic Central Committee ($125,000); Sacramento County Democractic Central Committee ($88,971); San Diego County Democratic Party - Central Committee ($85,000)","1204884, 1204884, 1204884, 1204884, 1204884",,,
rocha for senate 2022,Rocha for Senate 2022,1443327,filer_name_no_prop,35,1015880.32,2022-08-24,2022-11-08,11/8/2022 12:00:00 AM,7/1/2022 12:00:00 AM,9/24/2022 12:00:00 AM,F460=35,C=35,"California Democratic Party ($1,015,615); Knab, Mikey ($265)","2726520, 2744663, 2744663, 2744663, 2744663",,,
christy holstege for assembly 2022,Christy Holstege for Assembly 2022,1439961,filer_name_no_prop,145,1015795.83,2021-11-20,2022-11-08,,1/1/2021 12:00:00 AM,12/31/2021 12:00:00 AM,F460=145,C=145,"California Democratic Party ($987,964); Fernandez, Octavio ($4,900); Ace Hotel & Swim Club ($4,315); Weiner, Eli ($4,062); Weiner, Fai ($4,062)","2644234, 2687310, 2687310, 2673585, 2673585",,,
jones-sawyer for assembly 2020,JONES-SAWYER FOR ASSEMBLY 2020,1414383,filer_name_no_prop,133,1007612.06,2019-02-09,2024-06-30,3/3/2020 12:00:00 AM,1/1/2019 12:00:00 AM,6/30/2019 12:00:00 AM,F460=133,C=133,"California Democratic Party ($969,432); Jones-Sawyer for Assembly 2022 ($25,547); Tran, Benny ($4,700); Austin, Daysha ($4,500); Smart Justice California ($1,280)","2397385, 2397385, 2435098, 2435098, 2435098",,,
johnathon ervin for state senate 2016,Johnathon Ervin for State Senate 2016,1378037,filer_name_no_prop,137,1005591.6,2016-04-22,2016-11-08,6/7/2016 12:00:00 AM,1/1/2016 12:00:00 AM,4/23/2016 12:00:00 AM,F460=137,C=137,"California Democratic Party ($1,002,704); Los Angeles County Democratic Party ($2,087); Chowdhury, Moazzem ($800)","2034060, 2046762, 2046762, 2046762, 2046762",,,
california credit union league pac,California Credit Union League PAC,760225,filer_name_no_prop,3028,1003391.12,2002-01-22,2018-10-24,3/5/2002 12:00:00 AM,1/1/2002 12:00:00 AM,2/16/2002 12:00:00 AM,F460=3028,C=3028,"California Credit Union League ($240,582); California Credit Union League (Fundraising) ($136,904); California Credit Union League (CCUL) ($129,955); EdVoice Independent Expenditure Committee ($57,028); Californians for Jobs and Strong Economy ($48,364)","822109, 822109, 854204, 854204, 854204",,,
people's advocate initiative committee,PEOPLE'S ADVOCATE INITIATIVE COMMITTEE,990603,filer_name_no_prop,34,999297.16,2005-11-01,2014-12-20,,10/23/2005 12:00:00 AM,12/31/2005 12:00:00 AM,F460=34,C=34,"California Republican Party ($517,729); Western Pacific Research, Inc ($213,208); People's Advocate, Inc ($155,101); Congressional Majority Committee ($66,200); Johnson Clark Assoc ($26,254)","1144478, 1144478, 1144478, 1144478, 1144478",,,
lisa middleton for state senate 2024,LISA MIDDLETON FOR STATE SENATE 2024,1459150,filer_name_no_prop,126,999060.43,2023-06-17,2024-11-05,3/5/2024 12:00:00 AM,1/1/2023 12:00:00 AM,6/30/2023 12:00:00 AM,F460=126,C=126,"CALIFORNIA DEMOCRATIC PARTY ($977,883); LULU CALIFORNIA BISTRO ($5,500); LESLIE, ASHAN ($3,313); LESLIE, SAM ($3,313); GARDNER FOR DHS COUNCIL 2022 ($3,149)","2830425, 2830425, 2830425, 2894477, 2932472",,,
pavley for senate 2012,Pavley for Senate 2012,1314513,filer_name_no_prop,189,993597.32,2009-10-17,2012-11-06,6/5/2012 12:00:00 AM,1/1/2010 12:00:00 AM,6/30/2010 12:00:00 AM,F460=189,C=189,"DEMOCRATIC STATE CENTRAL COMMITTEE OF CALIFORNIA ($985,289); CA Professional Firefighters PAC (Small Cont. Comm.) ($3,923); Bochco, Dayna ($3,225); Large Scale Solar Association PAC ($1,095); Planned Parenthood Advocacy Project Los Angeles County Action Fund ($64)","1507393, 1465771, 1664218, 1664218, 1664218",,,
o'connell leadership 2010,O'Connell Leadership 2010,1298626,filer_name_no_prop,1,992220.0,2007-06-01,2007-06-01,,1/1/2007 12:00:00 AM,6/30/2007 12:00:00 AM,F460=1,C=1,"Hastings, Reed ($992,220)",1285479,,,
porsche middleton for assembly 2024,Porsche Middleton for Assembly 2024,1458016,filer_name_no_prop,93,985643.64,2023-06-27,2024-11-05,,1/1/2023 12:00:00 AM,6/30/2023 12:00:00 AM,F460=93,C=93,"California Democratic Party ($975,802); Russian American Media, Inc. ($3,500); Barreto, Ricardo ($1,500); NB Companies, LLC(Nan Lin) ($1,000); PrivacyPAC: Reproductive Freedom for All California ($787)","2833096, 2833096, 2833096, 2833096, 2833096",,,
greg wallis for assembly 2024,Greg Wallis for Assembly 2024,1456955,filer_name_no_prop,23,978630.22,2023-06-19,2025-03-10,3/5/2024 12:00:00 AM,1/1/2023 12:00:00 AM,6/30/2023 12:00:00 AM,F460=23,C=23,"California Republican Party ($966,467); Bozick, Nicholas ($3,094); Bozick, Stephanie ($3,094); FairPAC, Sponsored by the Civil Justice Association of California ($2,759); Chase Card Services ($1,569)","2834913, 2935303, 2935303, 2935303, 2935303",,,
rosilicie ochoa bogh for senate 2024,Rosilicie Ochoa Bogh for Senate 2024,1435065,filer_name_no_prop,23,973035.45,2023-02-08,2024-10-30,,1/1/2023 12:00:00 AM,6/30/2023 12:00:00 AM,F460=23,C=23,"California Republican Party ($947,181); AMG Sign Company Inc. ($11,000); General Outdoor Advertising ($9,999); Mission Pediatrics Inc. ($2,500); Barich, Paul ($1,031)","2832344, 2895276, 2895276, 2934508, 2934508",,,
homeowners and tenants united sponsored by aids healthcare foundation,Homeowners and Tenants United Sponsored by AIDS Healthcare Foundation,1418902,filer_name_no_prop,152,959572.27,2019-07-13,2019-12-31,,7/1/2019 12:00:00 AM,9/30/2019 12:00:00 AM,F460=152,C=152,"AIDS Healthcare Foundation ($959,572)","2419919, 2419919, 2419919, 2419919, 2419919",,,
podesto for senate,PODESTO FOR SENATE,1256166,filer_name_no_prop,98,945282.51,2003-10-14,2005-04-07,3/2/2004 12:00:00 AM,10/1/2003 12:00:00 AM,12/31/2003 12:00:00 AM,F460=98,C=98,"CALIF. REPUBLICAN PARTY ($925,377); BASSO, GREG ($2,500); SPECHT, DENNIS ($2,500); SPECHT, JENNIE ($2,500); BASSO, NOREEN ($2,400)","979607, 979607, 979607, 1044694, 1044694",,,
ira ruskin democrat for assembly,Ira Ruskin Democrat for Assembly,1252809,filer_name_no_prop,289,942275.23,2003-06-23,2004-12-31,3/2/2004 12:00:00 AM,1/1/2003 12:00:00 AM,6/30/2003 12:00:00 AM,F460=289,C=289,"Democratic State Central Committee of Ca. ($661,604); Santa Clara County Democratic Committee United Democratic Campaign ($222,873); Democratic State Central Committee of CA ($43,998); CA League of Conservation Voters ($3,750); Encore Performance Catering ($2,300)","947353, 947353, 959559, 959559, 959559",,,
californians for schwarzenegger - 2006,Californians for Schwarzenegger - 2006,1261585,filer_name_no_prop,161,928447.07,2004-04-22,2007-12-31,11/6/2006 12:00:00 AM,1/1/2004 12:00:00 AM,6/30/2004 12:00:00 AM,F460=161,C=161,"California Republican Party ($43,440); Grand Havana Room ($30,700); Saban, Cheryl ($22,300); Saban, Haim ($22,300); Zinn, Ellen ($22,300)","1032298, 1081374, 1081374, 1081374, 1081374",,,
"major general richard d. roth, usaf (ret.) for senate 2012 (reopened)","Major General Richard D. Roth, USAF (Ret.) for Senate 2012 (Reopened)",1343709,filer_name_no_prop,147,918465.23,2012-08-06,2012-11-06,11/6/2012 12:00:00 AM,10/21/2012 12:00:00 AM,12/31/2012 12:00:00 AM,F460=147,C=147,"Democratic State Central Committee of California ($917,028); Roth, Cindy ($1,437)","1740350, 1740350, 1740350, 1740350, 1695274",,,
friends of joan buchanan,Friends of Joan Buchanan,1299423,filer_name_no_prop,200,913000.73,2007-09-13,2008-12-17,6/3/2008 12:00:00 AM,1/1/2007 12:00:00 AM,12/31/2007 12:00:00 AM,F460=200,C=200,"California Democratic Party ($864,166); Buchanan, Joan T ($33,181); California Professional Firefighters PAC ($7,200); American Federation of State, County and Municipal Employees Local 3299 PAC ($2,324); The California List ($1,954)","1311930, 1320244, 1320244, 1352101, 1352101",,,
"caltravel pac, sponsored by california travel association","CalTravel PAC, Sponsored by California Travel Association",923507,filer_name_no_prop,268,897783.24,2019-03-13,2026-02-10,,1/1/2019 12:00:00 AM,6/30/2019 12:00:00 AM,F460=268,C=268,"Visit Santa Barbara ($41,733); Visit San Luis Obispo County ($38,545); Santa Monica Travel & Tourism ($30,311); USA Today ($30,000); Meetings & Conventions ($24,100)","2393842, 2393842, 2393842, 2393842, 2393842",,,
working hero action for the living wage act,Working Hero Action for the Living Wage Act,1444698,filer_name_no_prop,2,876568.5,2022-02-15,2024-01-23,,1/1/2022 12:00:00 AM,3/31/2022 12:00:00 AM,F460=2,C=2,"Sanberg, Joseph N. ($876,568)","2673141, 2887605",,,
todd zink for senate 2012,TODD ZINK FOR SENATE 2012,1345594,filer_name_no_prop,45,870446.62,2012-03-13,2012-11-02,6/5/2012 12:00:00 AM,3/18/2012 12:00:00 AM,5/19/2012 12:00:00 AM,F460=45,C=45,"SAN LUIS OBISPO COUNTY REPUBLICAN PARTY ($517,151); CALIF. REPUBLICAN PARTY ($184,847); CALIF. REPUBLICAN LEADERSHIP FUND ($73,140); SACRAMENTO COUNTY REPUBLICAN PARTY ($39,227); TULARE COUNTY REPUBLICAN PARTY ($25,684)","1663403, 1663403, 1663403, 1647050, 1677724",,,
the micra california pac of norcal mutual insurance company,The MICRA California PAC of NORCAL Mutual Insurance Company,1264748,filer_name_no_prop,129,113567.71,2006-07-21,2016-12-13,,10/22/2006 12:00:00 AM,12/31/2006 12:00:00 AM,F460=129,C=129,"NORCAL Mutual Insurance Company ($113,568)","1234855, 1284520, 1284520, 1284520, 1284520",[random sample],,
young kim for assembly 2016,Young Kim for Assembly 2016,1373918,filer_name_no_prop,67,524925.64,2015-06-24,2017-02-22,,1/1/2015 12:00:00 AM,6/30/2015 12:00:00 AM,F460=67,C=67,"California Republican Party ($433,887); Orange County Republican Party ($74,987); Song, Roger ($4,180); Pepsico Incorporated and affiliated entitites ($2,351); Schroeder, Vivian ($2,037)","1981477, 2035190, 2035190, 2035190, 2035190",[random sample],,
furutani for assembly,Furutani for Assembly,1299461,filer_name_no_prop,29,30947.75,2007-10-13,2008-01-04,12/11/2007 12:00:00 AM,10/28/2007 12:00:00 AM,11/24/2007 12:00:00 AM,F460=29,C=29,"Democratic State Central Committee of CA ($25,123); Laborers Union Local #507 ($1,828); Zen, Peter ($1,179); Piazza, Ron ($736); Piazza Family Restaurant ($551)","1299819, 1299819, 1299819, 1298261, 1298261",[random sample],,
california grape & tree fruit league fruitpac sponsored by: california grape & tree fruit league,California Grape & Tree Fruit League FruitPAC  Sponsored by:  California Grape & Tree Fruit League,800697,filer_name_no_prop,32,37390.94,2003-03-24,2013-10-11,,1/1/2003 12:00:00 AM,6/30/2003 12:00:00 AM,F460=32,C=32,"California Grape & Tree Fruit League ($29,571); Monterey Plaza Hotel & Spa ($1,250); Four Seasons Biltmore Hotel ($1,200); Miramonte Resort ($950); Ritz Carlton ($895)","947043, 947043, 947043, 947043, 1032285",[random sample],,
friends of steve westly,Friends Of Steve Westly,1230847,filer_name_no_prop,23,42306.67,2003-01-06,2004-06-30,11/5/2002 12:00:00 AM,1/1/2003 12:00:00 AM,6/30/2003 12:00:00 AM,F460=23,C=23,"CA State Council Of Service Employees COPE ($10,000); Linebarger Goggan Blair & Sampson LLP ($7,833); Burkle, Ronald ($6,892); ULLICO Management Co ($4,596); Brophy, John ($3,933)","948432, 948432, 948432, 948432, 948432",[random sample],,
service employees international union united service workers west (seiu usww) candidate pac,Service Employees International Union United Service Workers West (SEIU USWW) Candidate PAC,1278808,filer_name_no_prop,20,81631.35,2015-03-04,2024-09-23,,1/1/2015 12:00:00 AM,6/30/2015 12:00:00 AM,F460=20,C=20,"Service Employees International Union United Service Workers West (SEIU USWW) ($81,631)","1976461, 1976461, 1976461, 1976461, 1976461",[random sample],,
service employees international union local 521 candidate pac,Service Employees International Union Local 521 Candidate PAC,1297708,filer_name_no_prop,142,124762.0,2007-07-02,2019-11-27,6/3/2008 12:00:00 AM,1/1/2008 12:00:00 AM,3/17/2008 12:00:00 AM,F460=142,C=142,"Service Employees International Union Local 521 ($124,762)","1320368, 1320368, 1320368, 1308294, 1308294",[random sample],,
jeff mangar for judge 2020,Jeff Mangar For Judge 2020,1422334,filer_name_no_prop,9,11256.61,2019-11-13,2020-04-14,,2/16/2020 12:00:00 AM,4/29/2020 12:00:00 AM,F460=9,C=9,"Samran, Parwinder ($3,400); Surla's ($1,512); Saini, Ram ($1,500); Forcade, Jocelyn ($1,096); Hollowell, Katie ($1,096)","2469068, 2455389, 2455389, 2455389, 2434853",[random sample],,
kuo for senate 2024,KUO FOR SENATE 2024,1461826,filer_name_no_prop,2,154446.34,2024-02-21,2024-03-01,,2/18/2024 12:00:00 AM,5/31/2024 12:00:00 AM,F460=2,C=2,"CALIFORNIA REPUBLICAN PARTY ($154,446)","2917328, 2917328",[random sample],,
hagman for assembly,Hagman for Assembly,1297721,filer_name_no_prop,22,16502.41,2007-05-11,2008-11-11,6/3/2008 12:00:00 AM,7/1/2007 12:00:00 AM,12/31/2007 12:00:00 AM,F460=22,C=22,"Hagman, Curt C. ($2,718); Un, Jane ($2,400); Foster, Jerry C. ($2,376); Bu-Sha Center ($1,980); Cheng, Peichin Lee ($1,000)","1310995, 1310995, 1310995, 1285233, 1285233",[random sample],,
california medical association small contributor committee,California Medical Association Small Contributor Committee,1231460,filer_name_no_prop,18,459910.71,2001-03-31,2019-12-27,,1/1/2001 12:00:00 AM,3/31/2001 12:00:00 AM,F460=18,C=18,"California Medical Association ($459,911)","743445, 768490, 785415, 804470, 809712",[random sample],,
citizens for after school programs,Citizens for After School Programs,1240592,filer_name_no_prop,7,476671.72,2001-11-08,2002-03-18,11/5/2002 12:00:00 AM,1/1/2001 12:00:00 AM,12/31/2001 12:00:00 AM,F460=7,C=7,"Folino, Paul ($252,601); Samueli, Henry ($119,231); Broad, Eli ($101,985); Schwarzenegger, Arnold ($2,355); Yana Bridle Photographer ($500)","813877, 813877, 839792, 839792, 839792",[random sample],,
mazarei for assembly 2020; ali,MAZAREI FOR ASSEMBLY 2020; ALI,1419555,filer_name_no_prop,5,139939.98,2020-01-07,2020-06-29,3/3/2020 12:00:00 AM,1/1/2020 12:00:00 AM,1/18/2020 12:00:00 AM,F460=5,C=5,"IE Commerce Business 2 Business ($112,990); Arco Travel Zone Center, Ali ($18,950); Arco Travel Zone Center ($8,000)","2434849, 2434849, 2434849, 2486445, 2486445",[random sample],,
stand with sandra fluke for state senate 2014,Stand with Sandra Fluke for State Senate 2014,1363476,filer_name_no_prop,85,43665.0,2014-02-14,2016-06-21,6/3/2014 12:00:00 AM,3/18/2014 12:00:00 AM,5/17/2014 12:00:00 AM,F460=85,C=85,"Fluke, Sandra ($32,081); Citi Cards - Card Ending in 4198 ($5,435); Hughes, Mary ($2,348); Shipper, Sander ($1,436); Citi Cards - Card Ending in 9534 ($970)","1854374, 1832658, 1904916, 1904916, 1904916",[random sample],,
denham for senate,DENHAM FOR SENATE,1240178,filer_name_no_prop,30,40182.89,2001-12-01,2002-06-30,3/5/2002 12:00:00 AM,1/1/2001 12:00:00 AM,12/31/2001 12:00:00 AM,F460=30,C=30,"California Republican Party ($11,456); Ruddy, Mr. & Mrs. Martin J. ($4,000); Gaylord Paper ($3,000); International Paper ($3,000); Gavilan Printers ($3,000)","804395, 804395, 804395, 856811, 856811",[random sample],,
haney for state assembly 2022,Haney for State Assembly 2022,1442544,filer_name_no_prop,16,12740.53,2021-12-01,2022-04-19,2/15/2022 12:00:00 AM,1/1/2021 12:00:00 AM,12/31/2021 12:00:00 AM,F460=16,C=16,"San Francisco Fire Fighters Local 798 PAC ($3,103); Kaiyo Rooftop(John Park) ($2,734); Theatrical Stage Employees Local 16 IATSE ($2,302); San Francisco Building and Trades Council PAC ($1,800); Carbonaro, Darryl ($795)","2646003, 2646003, 2646003, 2647161, 2646003",[random sample],,
zoe carter for state assembly 2022,Zoe Carter for State Assembly 2022,1443837,filer_name_no_prop,1,1778.0,2022-04-04,2022-04-04,6/7/2022 12:00:00 AM,1/1/2022 12:00:00 AM,4/23/2022 12:00:00 AM,F460=1,C=1,"Neves, Lee ($1,778)",2673738,[random sample],,
eloise reyes for assembly 2016,Eloise Reyes for Assembly 2016,1381092,filer_name_no_prop,9,9350.54,2016-03-23,2016-10-16,6/7/2016 12:00:00 AM,1/1/2016 12:00:00 AM,4/23/2016 12:00:00 AM,F460=9,C=9,"SIERRA CLUB POLITICAL COMMITTEE ($3,796); PROGRESSIVE LEADERSHIP POLITICAL ACTION COMMITTEE ($3,000); CENTAURNORTH STRATEGIES ($1,000); CONSUMER ATTORNEYS OF CALIFORNIA CONSUMER PROTECTION FUND ($837); BAKER, PAUL ($718)","2035197, 2035197, 2047323, 2064855, 2064855",[random sample],,
heath flora for assembly 2016,Heath Flora for Assembly 2016,1376112,filer_name_no_prop,6,2083.37,2015-05-12,2019-03-21,,1/1/2015 12:00:00 AM,6/30/2015 12:00:00 AM,F460=6,C=6,"California Trailblazers ($1,545); Raw Investment Northwest, Inc. dba Raw Sushi Bistro ($281); Gates, Shana R ($150); The KAL Group ($107)","1981497, 1981497, 2011235, 2011235, 2011235",[random sample],,
george runner for senate - 2008,George Runner for Senate - 2008,1272115,filer_name_no_prop,9,5782.53,2005-01-26,2008-08-05,11/8/2005 12:00:00 AM,1/1/2005 12:00:00 AM,6/30/2005 12:00:00 AM,F460=9,C=9,"Parris, Robert ($2,729); California Restaurant Association ($1,531); California Bankers Association State PAC ($869); Employers Compensation Insurance Company (ECIC) ($327); Waste Managment- Western Group and Waste Management, Affiliated Entities ($327)","1112197, 1112197, 1112197, 1142603, 1142603",[random sample],,
committee to elect jim mastin for assembly,Committee to Elect Jim Mastin for Assembly,1235205,filer_name_no_prop,3,1138.5,2002-01-24,2002-03-05,3/5/2002 12:00:00 AM,1/20/2002 12:00:00 AM,2/16/2002 12:00:00 AM,F460=3,C=3,"JBA Printing ($642); Loewenstein, Gaither ($306); Mendocino Graphics ($190)","822054, 846118, 846118",[random sample],,
